,Player,Year,Pick
7125,Deron Williams,2005,3
7126,Chris Paul,2005,4
7127,Raymond Felton,2005,5
7128,Martell Webster,2005,6
7129,Charlie Villanueva,2005,7
7130,Channing Frye,2005,8
7131,Ike Diogu,2005,9
7132,Andrew Bynum,2005,10
7133,Fran Vazquez,2005,11
7134,Yaroslav Korolev,2005,12
7135,Sean May,2005,13
7136,Rashad McCants,2005,14
7137,Antoine Wright,2005,15
7138,Joey Graham,2005,16
7139,Danny Granger,2005,17
7140,Gerald Green,2005,18
7141,Hakim Warrick,2005,19
7142,Julius Hodge,2005,20
7143,Nate Robinson,2005,21
7144,Jarrett Jack,2005,22
7145,Francisco Garcia,2005,23
7146,Luther Head,2005,24
7147,Johan Petro,2005,25
7148,Jason Maxiell,2005,26
7149,Linas Kleiza,2005,27
7150,Ian Mahinmi,2005,28
7151,Wayne Simien,2005,29
7152,David Lee,2005,30
7153,Salim Stoudamire,2005,31
7154,Daniel Ewing,2005,32
7155,Brandon Bass,2005,33
7156,C.J. Miles,2005,34
7157,Ricky Sanchez,2005,35
7158,Ersan Ilyasova,2005,36
7159,Ronny Turiaf,2005,37
7160,Travis Diener,2005,38
7161,Von Wafer,2005,39
7162,Monta Ellis,2005,40
7163,Roko Ukic,2005,41
7164,Chris Taft,2005,42
7165,Mile Ilic,2005,43
7166,Martynas Andriuskevicius,2005,44
7167,Louis Williams,2005,45
7168,Erazem Lorbek,2005,46
7169,Bracey Wright,2005,47
7170,Mickael Gelabale,2005,48
7171,Andray Blatche,2005,49
7172,Ryan Gomes,2005,50
7173,Robert Whaley,2005,51
7174,Axel Hervelle,2005,52
7175,Orien Greene,2005,53
7176,Dijon Thompson,2005,54
7177,Lawrence Roberts,2005,55
7178,Amir Johnson,2005,56
7179,Marcin Gortat,2005,57
7180,Uros Slokar,2005,58
7181,Cenk Akyol,2005,59
7182,Alex Acker,2005,60
7183,Andrea Bargnani,2006,1
7184,LaMarcus Aldridge,2006,2
7185,Adam Morrison,2006,3
7186,Tyrus Thomas,2006,4
7187,Shelden Williams,2006,5
7188,Brandon Roy,2006,6
7189,Randy Foye,2006,7
7190,Rudy Gay,2006,8
7191,Patrick O'Bryant,2006,9
7192,Mouhamed Sene,2006,10
7193,J.J. Redick,2006,11
7194,Hilton Armstrong,2006,12
7195,Thabo Sefolosha,2006,13
7196,Ronnie Brewer,2006,14
7197,Cedric Simmons,2006,15
7198,Rodney Carney,2006,16
7199,Shawne Williams,2006,17
7200,Oleksiy Pecherov,2006,18
7201,Quincy Douby,2006,19
7202,Renaldo Balkman,2006,20
7203,Rajon Rondo,2006,21
7204,Marcus Williams,2006,22
7205,Josh Boone,2006,23
7206,Kyle Lowry,2006,24
7207,Shannon Brown,2006,25
7208,Jordan Farmar,2006,26
7209,Sergio Rodriguez,2006,27
7210,Maurice Ager,2006,28
7211,Mardy Collins,2006,29
7212,Joel Freeland,2006,30
7213,James White,2006,31
7214,Steve Novak,2006,32
7215,Solomon Jones,2006,33
7216,Paul Davis,2006,34
7217,P.J. Tucker,2006,35
7218,Craig Smith,2006,36
7219,Bobby Jones,2006,37
7220,Kosta Perovic,2006,38
7221,David Noel,2006,39
7222,Denham Brown,2006,40
7223,James Augustine,2006,41
7224,Daniel Gibson,2006,42
7225,Marcus Vinicius,2006,43
7226,Lior Eliyahu,2006,44
7227,Alexander Johnson,2006,45
7228,Dee Brown,2006,46
7229,Paul Millsap,2006,47
7230,Vladimir Veremeenko,2006,48
7231,Leon Powe,2006,49
7232,Ryan Hollins,2006,50
7233,Cheikh Samb,2006,51
7234,Guillermo Diaz,2006,52
7235,Yotam Halperin,2006,53
7236,Hassan Adams,2006,54
7237,Ejike Ugboaja,2006,55
7238,Edin Bavcic,2006,56
7239,Loukas Mavrokefalidis,2006,57
7240,J.R. Pinnock,2006,58
7241,Damir Markota,2006,59
7242,Will Blalock,2006,60
7243,Greg Oden,2007,1
7244,Kevin Durant,2007,2
7245,Al Horford,2007,3
7246,Mike Conley,2007,4
7247,Jeff Green,2007,5
7248,Yi Jianlian,2007,6
7249,Corey Brewer,2007,7
7250,Brandan Wright,2007,8
7251,Joakim Noah,2007,9
7252,Spencer Hawes,2007,10
7253,Acie Law,2007,11
7254,Thaddeus Young,2007,12
7255,Julian Wright,2007,13
7256,Al Thornton,2007,14
7257,Rodney Stuckey,2007,15
7258,Nick Young,2007,16
7259,Sean Williams,2007,17
7260,Marco Belinelli,2007,18
7261,Javaris Crittenton,2007,19
7262,Jason Smith,2007,20
7263,Daequan Cook,2007,21
7264,Jared Dudley,2007,22
7265,Wilson Chandler,2007,23
7266,Rudy Fernandez,2007,24
7267,Morris Almond,2007,25
7268,Aaron Brooks,2007,26
7269,Arron Afflalo,2007,27
7270,Tiago Splitter,2007,28
7271,Alando Tucker,2007,29
7272,Petteri Koponen,2007,30
7273,Carl Landry,2007,31
7274,Gabe Pruitt,2007,32
7275,Marcus Williams,2007,33
7276,Nick Fazekas,2007,34
7277,Glen Davis,2007,35
7278,Jermareo Davidson,2007,36
7279,Josh McRoberts,2007,37
7280,Kyrylo Fesenko,2007,38
7281,Stanko Barac,2007,39
7282,Sun Yue,2007,40
7283,Chris Richard,2007,41
7284,Derrick Byars,2007,42
7285,Adam Haluska,2007,43
7286,Reyshawn Terry,2007,44
7287,Jared Jordan,2007,45
7288,Stephane Lasme,2007,46
7289,Dominic McGuire,2007,47
7290,Marc Gasol,2007,48
7291,Aaron Gray,2007,49
7292,Renaldas Seibutis,2007,50
7293,JamesOn Curry,2007,51
7294,Taurean Green,2007,52
7295,Demetris Nichols,2007,53
7296,Brad Newley,2007,54
7297,Herbert Hill,2007,55
7298,Ramon Sessions,2007,56
7299,Sammy Mejia,2007,57
7300,Giorgos Printezis,2007,58
7301,D.J. Strawberry,2007,59
7302,Milovan Rakovic,2007,60
7303,Derrick Rose,2008,1
7304,Michael Beasley,2008,2
7305,O.J. Mayo,2008,3
7306,Russell Westbrook,2008,4
7307,Kevin Love,2008,5
7308,Danilo Gallinari,2008,6
7309,Eric Gordon,2008,7
7310,Joe Alexander,2008,8
7311,D.J. Augustin,2008,9
7312,Brook Lopez,2008,10
7313,Jerryd Bayless,2008,11
7314,Jason Thompson,2008,12
7315,Brandon Rush,2008,13
7316,Anthony Randolph,2008,14
7317,Robin Lopez,2008,15
7318,Marreese Speights,2008,16
7319,Roy Hibbert,2008,17
7320,JaVale McGee,2008,18
7321,J.J. Hickson,2008,19
7322,Alexis Ajinca,2008,20
7323,Ryan Anderson,2008,21
7324,Courtney Lee,2008,22
7325,Kosta Koufos,2008,23
7326,Serge Ibaka,2008,24
7327,Nicolas Batum,2008,25
7328,George Hill,2008,26
7329,Darrell Arthur,2008,27
7330,Donte Greene,2008,28
7331,D.J. White,2008,29
7332,J.R. Giddens,2008,30
7333,Nikola Pekovic,2008,31
7334,Walter Sharpe,2008,32
7335,Joey Dorsey,2008,33
7336,Mario Chalmers,2008,34
7337,DeAndre Jordan,2008,35
7338,Omer Asik,2008,36
7339,Luc Mbah a Moute,2008,37
7340,Kyle Weaver,2008,38
7341,Sonny Weems,2008,39
7342,Chris Douglas-Roberts,2008,40
7343,Nathan Jawai,2008,41
7344,Sean Singletary,2008,42
7345,Patrick Ewing,2008,43
7346,Ante Tomic,2008,44
7347,Goran Dragic,2008,45
7348,Trent Plaisted,2008,46
7349,Bill Walker,2008,47
7350,Malik Hairston,2008,48
7351,Richard Hendrix,2008,49
7352,DeVon Hardin,2008,50
7353,Shan Foster,2008,51
7354,Darnell Jackson,2008,52
7355,Tadija Dragicevic,2008,53
7356,Maarty Leunen,2008,54
7357,Mike Taylor,2008,55
7358,Sasha Kaun,2008,56
7359,James Gist,2008,57
7360,Joe Crawford,2008,58
7361,Deron Washington,2008,59
7362,Semih Erden,2008,60
7363,Blake Griffin,2009,1
7364,Hasheem Thabeet,2009,2
7365,James Harden,2009,3
7366,Tyreke Evans,2009,4
7367,Ricky Rubio,2009,5
7368,Jonny Flynn,2009,6
7369,Stephen Curry,2009,7
7370,Jordan Hill,2009,8
7371,DeMar DeRozan,2009,9
7372,Brandon Jennings,2009,10
7373,Terrence Williams,2009,11
7374,Gerald Henderson,2009,12
7375,Tyler Hansbrough,2009,13
7376,Earl Clark,2009,14
7377,Austin Daye,2009,15
7378,James Johnson,2009,16
7379,Jrue Holiday,2009,17
7380,Ty Lawson,2009,18
7381,Jeff Teague,2009,19
7382,Eric Maynor,2009,20
7383,Darren Collison,2009,21
7384,Victor Claver,2009,22
7385,Omri Casspi,2009,23
7386,Byron Mullens,2009,24
7387,Rodrigue Beaubois,2009,25
7388,Taj Gibson,2009,26
7389,DeMarre Carroll,2009,27
7390,Wayne Ellington,2009,28
7391,Toney Douglas,2009,29
7392,Christian Eyenga,2009,30
7393,Jeff Pendergraph,2009,31
7394,Jermaine Taylor,2009,32
7395,Dante Cunningham,2009,33
7396,Sergio Llull,2009,34
7397,DaJuan Summers,2009,35
7398,Sam Young,2009,36
7399,DeJuan Blair,2009,37
7400,Jon Brockman,2009,38
7401,Jonas Jerebko,2009,39
7402,Derrick Brown,2009,40
7403,Jodie Meeks,2009,41
7404,Patrick Beverley,2009,42
7405,Marcus Thornton,2009,43
7406,Chase Budinger,2009,44
7407,Nick Calathes,2009,45
7408,Danny Green,2009,46
7409,Henk Norel,2009,47
7410,Taylor Griffin,2009,48
7411,Sergiy Gladyr,2009,49
7412,Goran Suton,2009,50
7413,Jack McClinton,2009,51
7414,A.J. Price,2009,52
7415,Nando De Colo,2009,53
7416,Robert Vaden,2009,54
7417,Patrick Mills,2009,55
7418,Ahmad Nivins,2009,56
7419,Emir Preldzic,2009,57
7420,Lester Hudson,2009,58
7421,Chinemelu Elonu,2009,59
7422,Robert Dozier,2009,60
7423,John Wall,2010,1
7424,Evan Turner,2010,2
7425,Derrick Favors,2010,3
7426,Wesley Johnson,2010,4
7427,DeMarcus Cousins,2010,5
7428,Ekpe Udoh,2010,6
7429,Greg Monroe,2010,7
7430,Al-Farouq Aminu,2010,8
7431,Gordon Hayward,2010,9
7432,Paul George,2010,10
7433,Cole Aldrich,2010,11
7434,Xavier Henry,2010,12
7435,Ed Davis,2010,13
7436,Patrick Patterson,2010,14
7437,Larry Sanders,2010,15
7438,Luke Babbitt,2010,16
7439,Kevin Seraphin,2010,17
7440,Eric Bledsoe,2010,18
7441,Avery Bradley,2010,19
7442,James Anderson,2010,20
7443,Craig Brackins,2010,21
7444,Elliot Williams,2010,22
7445,Trevor Booker,2010,23
7446,Damion James,2010,24
7447,Dominique Jones,2010,25
7448,Quincy Pondexter,2010,26
7449,Jordan Crawford,2010,27
7450,Greivis Vasquez,2010,28
7451,Daniel Orton,2010,29
7452,Lazar Hayward,2010,30
7453,Tibor Pleiss,2010,31
7454,Dexter Pittman,2010,32
7455,Hassan Whiteside,2010,33
7456,Armon Johnson,2010,34
7457,Nemanja Bjelica,2010,35
7458,Terrico White,2010,36
7459,Darington Hobson,2010,37
7460,Andy Rautins,2010,38
7461,Landry Fields,2010,39
7462,Lance Stephenson,2010,40
7463,Jarvis Varnado,2010,41
7464,Da'Sean Butler,2010,42
7465,Devin Ebanks,2010,43
7466,Jerome Jordan,2010,44
7467,Paulao Prestes,2010,45
7468,Gani Lawal,2010,46
7469,Tiny Gallon,2010,47
7470,Latavious Williams,2010,48
7471,Ryan Richards,2010,49
7472,Solomon Alabi,2010,50
7473,Magnum Rolle,2010,51
7474,Luke Harangody,2010,52
7475,Pape Sy,2010,53
7476,Willie Warren,2010,54
7477,Jeremy Evans,2010,55
7478,Hamady N'Diaye,2010,56
7479,Ryan Reid,2010,57
7480,Derrick Caracter,2010,58
7481,Stanley Robinson,2010,59
7482,Dwayne Collins,2010,60
7483,Kyrie Irving,2011,1
7484,Derrick Williams,2011,2
7485,Enes Kanter,2011,3
7486,Tristan Thompson,2011,4
7487,Jonas Valanciunas,2011,5
7488,Jan Vesely,2011,6
7489,Bismack Biyombo,2011,7
7490,Brandon Knight,2011,8
7491,Kemba Walker,2011,9
7492,Jimmer Fredette,2011,10
7493,Klay Thompson,2011,11
7494,Alec Burks,2011,12
7495,Markieff Morris,2011,13
7496,Marcus Morris,2011,14
7497,Kawhi Leonard,2011,15
7498,Nikola Vucevic,2011,16
7499,Iman Shumpert,2011,17
7500,Chris Singleton,2011,18
7501,Tobias Harris,2011,19
7502,Donatas Motiejunas,2011,20
7503,Nolan Smith,2011,21
7504,Kenneth Faried,2011,22
7505,Nikola Mirotic,2011,23
7506,Reggie Jackson,2011,24
7507,MarShon Brooks,2011,25
7508,Jordan Hamilton,2011,26
7509,JaJuan Johnson,2011,27
7510,Norris Cole,2011,28
7511,Cory Joseph,2011,29
7512,Jimmy Butler,2011,30
7513,Bojan Bogdanovic,2011,31
7514,Justin Harper,2011,32
7515,Kyle Singler,2011,33
7516,Shelvin Mack,2011,34
7517,Tyler Honeycutt,2011,35
7518,Jordan Williams,2011,36
7519,Trey Thompkins,2011,37
7520,Chandler Parsons,2011,38
7521,Jeremy Tyler,2011,39
7522,Jon Leuer,2011,40
7523,Darius Morris,2011,41
7524,Davis Bertans,2011,42
7525,Malcolm Lee,2011,43
7526,Charles Jenkins,2011,44
7527,Josh Harrellson,2011,45
7528,Andrew Goudelock,2011,46
7529,Travis Leslie,2011,47
7530,Keith Benson,2011,48
7531,Josh Selby,2011,49
7532,Lavoy Allen,2011,50
7533,Jon Diebler,2011,51
7534,Vernon Macklin,2011,52
7535,DeAndre Liggins,2011,53
7536,Milan Macvan,2011,54
7537,E'Twaun Moore,2011,55
7538,Chukwudiebere Maduabum,2011,56
7539,Targuy Ngombo,2011,57
7540,Ater Majok,2011,58
7541,Adam Hanga,2011,59
7542,Isaiah Thomas,2011,60
7543,Anthony Davis,2012,1
7544,Michael Kidd-Gilchrist,2012,2
7545,Bradley Beal,2012,3
7546,Dion Waiters,2012,4
7547,Thomas Robinson,2012,5
7548,Damian Lillard,2012,6
7549,Harrison Barnes,2012,7
7550,Terrence Ross,2012,8
7551,Andre Drummond,2012,9
7552,Austin Rivers,2012,10
7553,Meyers Leonard,2012,11
7554,Jeremy Lamb,2012,12
7555,Kendall Marshall,2012,13
7556,John Henson,2012,14
7557,Maurice Harkless,2012,15
7558,Royce White,2012,16
7559,Tyler Zeller,2012,17
7560,Terrence Jones,2012,18
7561,Andrew Nicholson,2012,19
7562,Evan Fournier,2012,20
7563,Jared Sullinger,2012,21
7564,Fab Melo,2012,22
7565,John Jenkins,2012,23
7566,Jared Cunningham,2012,24
7567,Tony Wroten,2012,25
7568,Miles Plumlee,2012,26
7569,Arnett Moultrie,2012,27
7570,Perry Jones,2012,28
7571,Marquis Teague,2012,29
7572,Festus Ezeli,2012,30
7573,Jeff Taylor,2012,31
7574,Tomas Satoransky,2012,32
7575,Bernard James,2012,33
7576,Jae Crowder,2012,34
7577,Draymond Green,2012,35
7578,Orlando Johnson,2012,36
7579,Quincy Acy,2012,37
7580,Quincy Miller,2012,38
7581,Khris Middleton,2012,39
7582,Will Barton,2012,40
7583,Tyshawn Taylor,2012,41
7584,Doron Lamb,2012,42
7585,Mike Scott,2012,43
7586,Kim English,2012,44
7587,Justin Hamilton,2012,45
7588,Darius Miller,2012,46
7589,Kevin Murphy,2012,47
7590,Kostas Papanikolaou,2012,48
7591,Kyle O'Quinn,2012,49
7592,Izzet Turkyilmaz,2012,50
7593,Kris Joseph,2012,51
7594,Ognjen Kuzmic,2012,52
7595,Furkan Aldemir,2012,53
7596,Tornike Shengelia,2012,54
7597,Darius Johnson-Odom,2012,55
7598,Tomislav Zubcic,2012,56
7599,Ilkan Karaman,2012,57
7600,Robbie Hummel,2012,58
7601,Marcus Denmon,2012,59
7602,Robert Sacre,2012,60
7603,Anthony Bennett,2013,1
7604,Victor Oladipo,2013,2
7605,Otto Porter,2013,3
7606,Cody Zeller,2013,4
7607,Alex Len,2013,5
7608,Nerlens Noel,2013,6
7609,Ben McLemore,2013,7
7610,Kentavious Caldwell-Pope,2013,8
7611,Trey Burke,2013,9
7612,CJ McCollum,2013,10
7613,Michael Carter-Williams,2013,11
7614,Steven Adams,2013,12
7615,Kelly Olynyk,2013,13
7616,Shabazz Muhammad,2013,14
7617,Giannis Antetokounmpo,2013,15
7618,Lucas Nogueira,2013,16
7619,Dennis Schroder,2013,17
7620,Shane Larkin,2013,18
7621,Sergey Karasev,2013,19
7622,Tony Snell,2013,20
7623,Gorgui Dieng,2013,21
7624,Mason Plumlee,2013,22
7625,Solomon Hill,2013,23
7626,Tim Hardaway,2013,24
7627,Reggie Bullock,2013,25
7628,Andre Roberson,2013,26
7629,Rudy Gobert,2013,27
7630,Livio Jean-Charles,2013,28
7631,Archie Goodwin,2013,29
7632,Nemanja Nedovic,2013,30
7633,Allen Crabbe,2013,31
7634,Alex Abrines,2013,32
7635,Carrick Felix,2013,33
7636,Isaiah Canaan,2013,34
7637,Glen Rice,2013,35
7638,Ray McCallum,2013,36
7639,Tony Mitchell,2013,37
7640,Nate Wolters,2013,38
7641,Jeff Withey,2013,39
7642,Grant Jerrett,2013,40
7643,Jamaal Franklin,2013,41
7644,Pierre Jackson,2013,42
7645,Ricky Ledo,2013,43
7646,Mike Muscala,2013,44
7647,Marko Todorovic,2013,45
7648,Erick Green,2013,46
7649,Raul Neto,2013,47
7650,Ryan Kelly,2013,48
7651,Erik Murphy,2013,49
7652,James Ennis,2013,50
7653,Romero Osby,2013,51
7654,Lorenzo Brown,2013,52
7655,Colton Iverson,2013,53
7656,Arsalan Kazemi,2013,54
7657,Joffrey Lauvergne,2013,55
7658,Peyton Siva,2013,56
7659,Alex Oriakhi,2013,57
7660,Deshaun Thomas,2013,58
7661,Bojan Dubljevic,2013,59
7662,Janis Timma,2013,60
7663,Andrew Wiggins,2014,1
7664,Jabari Parker,2014,2
7665,Joel Embiid,2014,3
7666,Aaron Gordon,2014,4
7667,Dante Exum,2014,5
7668,Marcus Smart,2014,6
7669,Julius Randle,2014,7
7670,Nik Stauskas,2014,8
7671,Noah Vonleh,2014,9
7672,Elfrid Payton,2014,10
7673,Doug McDermott,2014,11
7674,Dario Saric,2014,12
7675,Zach LaVine,2014,13
7676,T.J. Warren,2014,14
7677,Adreian Payne,2014,15
7678,Jusuf Nurkic,2014,16
7679,James Young,2014,17
7680,Tyler Ennis,2014,18
7681,Gary Harris,2014,19
7682,Bruno Caboclo,2014,20
7683,Mitch McGary,2014,21
7684,Jordan Adams,2014,22
7685,Rodney Hood,2014,23
7686,Shabazz Napier,2014,24
7687,Clint Capela,2014,25
7688,P.J. Hairston,2014,26
7689,Bogdan Bogdanovic,2014,27
7690,C.J. Wilcox,2014,28
7691,Josh Huestis,2014,29
7692,Kyle Anderson,2014,30
7693,Damien Inglis,2014,31
7694,K.J. McDaniels,2014,32
7695,Joe Harris,2014,33
7696,Cleanthony Early,2014,34
7697,Jarnell Stokes,2014,35
7698,Johnny O'Bryant III,2014,36
7699,DeAndre Daniels,2014,37
7700,Spencer Dinwiddie,2014,38
7701,Jerami Grant,2014,39
7702,Glenn Robinson III,2014,40
7703,Nikola Jokic,2014,41
7704,Nick Johnson,2014,42
7705,Walter Tavares,2014,43
7706,Markel Brown,2014,44
7707,Dwight Powell,2014,45
7708,Jordan Clarkson,2014,46
7709,Russ Smith,2014,47
7710,Lamar Patterson,2014,48
7711,Cameron Bairstow,2014,49
7712,Alec Brown,2014,50
7713,Thanasis Antetokounmpo,2014,51
7714,Vasilije Micic,2014,52
7715,Alessandro Gentile,2014,53
7716,Nemanja Dangubic,2014,54
7717,Semaj Christon,2014,55
7718,Roy Devyn Marble,2014,56
7719,Louis Labeyrie,2014,57
7720,Jordan McRae,2014,58
7721,Xavier Thames,2014,59
7722,Cory Jefferson,2014,60
7723,Karl-Anthony Towns,2015,1
7724,D'Angelo Russell,2015,2
7725,Jahlil Okafor,2015,3
7726,Kristaps Porzingis,2015,4
7727,Mario Hezonja,2015,5
7728,Willie Cauley-Stein,2015,6
7729,Emmanuel Mudiay,2015,7
7730,Stanley Johnson,2015,8
7731,Frank Kaminsky,2015,9
7732,Justise Winslow,2015,10
7733,Myles Turner,2015,11
7734,Trey Lyles,2015,12
7735,Devin Booker,2015,13
7736,Cameron Payne,2015,14
7737,Kelly Oubre,2015,15
7738,Terry Rozier,2015,16
7739,Rashad Vaughn,2015,17
7740,Sam Dekker,2015,18
7741,Jerian Grant,2015,19
7742,Delon Wright,2015,20
7743,Justin Anderson,2015,21
7744,Bobby Portis,2015,22
7745,Rondae Hollis-Jefferson,2015,23
7746,Tyus Jones,2015,24
7747,Jarell Martin,2015,25
7748,Nikola Milutinov,2015,26
7749,Larry Nance Jr.,2015,27
7750,R.J. Hunter,2015,28
7751,Chris McCullough,2015,29
7752,Kevon Looney,2015,30
7753,Cedi Osman,2015,31
7754,Montrezl Harrell,2015,32
7755,Jordan Mickey,2015,33
7756,Anthony Brown,2015,34
7757,Willy Hernangomez,2015,35
7758,Rakeem Christmas,2015,36
7759,Richaun Holmes,2015,37
7760,Darrun Hilliard,2015,38
7761,Juan Pablo Vaulet,2015,39
7762,Josh Richardson,2015,40
7763,Pat Connaughton,2015,41
7764,Olivier Hanlan,2015,42
7765,Joseph Young,2015,43
7766,Andrew Harrison,2015,44
7767,Marcus Thornton,2015,45
7768,Norman Powell,2015,46
7769,Arturas Gudaitis,2015,47
7770,Dakari Johnson,2015,48
7771,Aaron White,2015,49
7772,Marcus Eriksson,2015,50
7773,Tyler Harvey,2015,51
7774,Satnam Singh,2015,52
7775,Sir'Dominic Pointer,2015,53
7776,Dani Diez,2015,54
7777,Cady Lalanne,2015,55
7778,Branden Dawson,2015,56
7779,Nikola Radicevic,2015,57
7780,J.P. Tokoto,2015,58
7781,Dimitrios Agravanis,2015,59
7782,Luka Mitrovic,2015,60
7783,Ben Simmons,2016,1
7784,Brandon Ingram,2016,2
7785,Jaylen Brown,2016,3
7786,Dragan Bender,2016,4
7787,Kris Dunn,2016,5
7788,Buddy Hield,2016,6
7789,Jamal Murray,2016,7
7790,Marquese Chriss,2016,8
7791,Jakob Poeltl,2016,9
7792,Thon Maker,2016,10
7793,Domantas Sabonis,2016,11
7794,Taurean Prince,2016,12
7795,Georgios Papagiannis,2016,13
7796,Denzel Valentine,2016,14
7797,Juan Hernangomez,2016,15
7798,Guerschon Yabusele,2016,16
7799,Wade Baldwin,2016,17
7800,Henry Ellenson,2016,18
7801,Malik Beasley,2016,19
7802,Caris LeVert,2016,20
7803,DeAndre Bembry,2016,21
7804,Malachi Richardson,2016,22
7805,Ante Zizic,2016,23
7806,Timothe Luwawu,2016,24
7807,Brice Johnson,2016,25
7808,Furkan Korkmaz,2016,26
7809,Pascal Siakam,2016,27
7810,Skal Labissiere,2016,28
7811,Dejounte Murray,2016,29
7812,Damian Jones,2016,30
7813,Deyonta Davis,2016,31
7814,Ivica Zubac,2016,32
7815,Cheick Diallo,2016,33
7816,Tyler Ulis,2016,34
7817,Rade Zagorac,2016,35
7818,Malcolm Brogdon,2016,36
7819,Chinanu Onuaku,2016,37
7820,Patrick McCaw,2016,38
7821,David Michineau,2016,39
7822,Diamond Stone,2016,40
7823,Stephen Zimmerman,2016,41
7824,Isaiah Whitehead,2016,42
7825,Zhou Qi,2016,43
7826,Isaia Cordinier,2016,44
7827,Demetrius Jackson,2016,45
7828,A.J. Hammons,2016,46
7829,Jake Layman,2016,47
7830,Paul Zipser,2016,48
7831,Michael Gbinije,2016,49
7832,Georges Niang,2016,50
7833,Ben Bentil,2016,51
7834,Joel Bolomboy,2016,52
7835,Petr Cornelie,2016,53
7836,Kay Felder,2016,54
7837,Marcus Paige,2016,55
7838,Daniel Hamilton,2016,56
7839,Wang Zhelin,2016,57
7840,Abdel Nader,2016,58
7841,Isaiah Cousins,2016,59
7842,Tyrone Wallace,2016,60
7843,Markelle Fultz,2017,1
7844,Lonzo Ball,2017,2
7845,Jayson Tatum,2017,3
7846,Josh Jackson,2017,4
7847,De'Aaron Fox,2017,5
7848,Jonathan Isaac,2017,6
7849,Lauri Markkanen,2017,7
7850,Frank Ntilikina,2017,8
7851,Dennis Smith,2017,9
7852,Zach Collins,2017,10
7853,Malik Monk,2017,11
7854,Luke Kennard,2017,12
7855,Donovan Mitchell,2017,13
7856,Bam Adebayo,2017,14
7857,Justin Jackson,2017,15
7858,Justin Patton,2017,16
7859,D.J. Wilson,2017,17
7860,T.J. Leaf,2017,18
7861,John Collins,2017,19
7862,Harry Giles,2017,20
7863,Terrance Ferguson,2017,21
7864,Jarrett Allen,2017,22
7865,OG Anunoby,2017,23
7866,Tyler Lydon,2017,24
7867,Anzejs Pasecniks,2017,25
7868,Caleb Swanigan,2017,26
7869,Kyle Kuzma,2017,27
7870,Tony Bradley,2017,28
7871,Derrick White,2017,29
7872,Josh Hart,2017,30
7873,Frank Jackson,2017,31
7874,Davon Reed,2017,32
7875,Wesley Iwundu,2017,33
7876,Frank Mason,2017,34
7877,Ivan Rabb,2017,35
7878,Jonah Bolden,2017,36
7879,Semi Ojeleye,2017,37
7880,Jordan Bell,2017,38
7881,Jawun Evans,2017,39
7882,Dwayne Bacon,2017,40
7883,Tyler Dorsey,2017,41
7884,Thomas Bryant,2017,42
7885,Isaiah Hartenstein,2017,43
7886,Damyean Dotson,2017,44
7887,Dillon Brooks,2017,45
7888,Sterling Brown,2017,46
7889,Ike Anigbogu,2017,47
7890,Sindarius Thornwell,2017,48
7891,Vlatko Cancar,2017,49
7892,Mathias Lessort,2017,50
7893,Monte Morris,2017,51
7894,Edmond Sumner,2017,52
7895,Kadeem Allen,2017,53
7896,Alec Peters,2017,54
7897,Nigel Williams-Goss,2017,55
7898,Jabari Bird,2017,56
7899,Aleksandar Vezenkov,2017,57
7900,Ognjen Jaramaz,2017,58
7901,Jaron Blossomgame,2017,59
7902,Alpha Kaba,2017,60
7903,Deandre Ayton,2018,1
7904,Marvin Bagley,2018,2
7905,Luka Doncic,2018,3
7906,Jaren Jackson,2018,4
7907,Trae Young,2018,5
7908,Mohamed Bamba,2018,6
7909,Wendell Carter,2018,7
7910,Collin Sexton,2018,8
7911,Kevin Knox,2018,9
7912,Mikal Bridges,2018,10
7913,Shai Gilgeous-Alexander,2018,11
7914,Miles Bridges,2018,12
7915,Jerome Robinson,2018,13
7916,Michael Porter,2018,14
7917,Troy Brown,2018,15
7918,Zhaire Smith,2018,16
7919,Donte DiVincenzo,2018,17
7920,Lonnie Walker,2018,18
7921,Kevin Huerter,2018,19
7922,Josh Okogie,2018,20
7923,Grayson Allen,2018,21
7924,Chandler Hutchison,2018,22
7925,Aaron Holiday,2018,23
7926,Anfernee Simons,2018,24
7927,Moritz Wagner,2018,25
7928,Landry Shamet,2018,26
7929,Robert Williams,2018,27
7930,Jacob Evans,2018,28
7931,Dzanan Musa,2018,29
7932,Omari Spellman,2018,30
7933,Elie Okobo,2018,31
7934,Jevon Carter,2018,32
7935,Jalen Brunson,2018,33
7936,Devonte' Graham,2018,34
7937,Melvin Frazier,2018,35
7938,Mitchell Robinson,2018,36
7939,Gary Trent,2018,37
7940,Khyri Thomas,2018,38
7941,Isaac Bonga,2018,39
7942,Rodions Kurucs,2018,40
7943,Jarred Vanderbilt,2018,41
7944,Bruce Brown,2018,42
7945,Justin Jackson,2018,43
7946,Issuf Sanon,2018,44
7947,Hamidou Diallo,2018,45
7948,De'Anthony Melton,2018,46
7949,Sviatoslav Mykhailiuk,2018,47
7950,Keita Bates-Diop,2018,48
7951,Chimezie Metu,2018,49
7952,Alize Johnson,2018,50
7953,Tony Carr,2018,51
7954,Vince Edwards,2018,52
7955,Devon Hall,2018,53
7956,Shake Milton,2018,54
7957,Arnoldas Kulboka,2018,55
7958,Ray Spalding,2018,56
7959,Kevin Hervey,2018,57
